ID,Nr_NHP,Included_alignment,ID_DEPAVE,ID_SINAN,ID_Sigh,ID_Sigh_virology,ID_Pool_Mosquitoes,LOCATION,ZONE_PEAL,ADDRESS,Location,Latitude,Longitude,Time,Date_death,Date_of_identification_or_collection,Date_notification,Stage_decomposition,FINAL_YFV_Result,IHQ_YFV_Result,PCR_YFV_Result,RT_PCR_Ct,Collection,Transport_institute,Collected_by,Popular_name,Species,Number_individuals,Sex,Age_class,Photo_record,Height,Technique,Notes,Notes_2,Necropsy_material_collection_by,Cause_of_death,TCE,Main_pathological_alterations,IHQ_Report,PCR_Report,Rabies_Report,Final_Report,STATUS,MULTIPLEX_PCR_SEQUENCING,MULTIPLEX_PCR_BARCODE_NUMBER,MULTIPLEX_PCR_LIBRARY_NAME,MULTIPLEX_PCR_Nb of reads mapped,Average depth coverage,MULTIPLEX_PCR_Bases covered >10x,MULTIPLEX_PCR_Bases covered >25x,MULTIPLEX_PCR_Reference covered (%),SMART_9N_SEQUENCING,Lab_number,Qubit ,SMART_9N_BARCODE_NUMBER,SMART_9N_LIBRARY_NAME,SMART_9N_Nb of reads ,N50,SMART_9N_Nb of reads mapped,SMART_9N_% of reads mapped,SMART_9N_Average depth coverage,Identity,SMART_9N_Bases covered >10x,SMART_9N_Bases covered >20x,SMART_9N_Reference covered_10 (%),SMART_9N_Reference covered_20 (%),KRAKEN2_DISCOVERY,Reference_genome
141,,,75024,4303336,,,,Norte,NA,"Avenida Tenente Júlio Prado Neves, 95 - Vila Albertina - 02370-000 - São Paulo - SP",,"-23,4644648","-46,6172625",,desconhecida,15/01/2018,15/01/2018,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,75025,4303336,,,,Norte,NA,"Avenida Tenente Júlio Prado Neves, 95 - Vila Albertina - 02370-000 - São Paulo - SP",,"-23,4644648","-46,6172625",,desconhecida,15/01/2018,15/01/2018,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,75026,4303336,,,,Norte,NA,"Avenida Tenente Júlio Prado Neves, 95 - Vila Albertina - 02370-000 - São Paulo - SP",,"-23,4644648","-46,6172625",,desconhecida,15/01/2018,15/01/2018,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2971,,75094,4303369,2198928I,,,Norte,NA,"Avenida Coronel Sezefredo Fagundes, 4600 - Tucuruvi - CEP: 02306-004 - São Paulo - SP",,"-23,4454264","-46,5964362",,desconhecida,19/01/2018,19/01/2018,,POSITIVO,Positivo,Positivo,"20,63",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Autólise avançada,sim,sim,,sim,Sequenced,Sequenced,BC31,YFV_Lib02Rep_20220516,24888,1727.69,5675,5657,37.4804,Sequenced,44,"13,4",BC21,YFV_metagenomics_1,179425,474,268,0.15,8.459,94.5,1747,855,16.087,7.873,-,JF912190.1
145,,,75278,4303381,,,,Norte,NA,"Rua I, 57 - Jardim Vitória Regia (Taipas) - CEP: 02859-210 - São Paulo - SP",,"-23,4401177","-46,7043919",,desconhecida,27/01/2018,27/01/2018,,POSITIVO,Negativo,Negativo (fígado) / Positivo (encéfalo),,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,"Rua I, 57 - Jardim Vitória Régia (Zona Norte), São Paulo - SP, 02859-210, Brasil",,M.V. Marcello Schiavo Nardi,Inconclusiva,-,"Ruptura hepática, congestão pulmonar. Febre amarela.",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,75358,4303388,,,,Mairiporã,NA,"Av. Senador José Erminio de Morais, s/n - CEP: 02357-000 - Mairiporã - SP - alt. P.E. da Cantareira - Núcleo Águas Claras",,"-23,4214045","-46,6215058",,24/01/2018,30/01/2018,31/01/2018,,POSITIVO,Amostra inadequada,Positivo,,,,,Sagui-da-serra-escuro,Callithrix aurita,N/A,,,,N/A,N/A,"CEP errado Parque Estadual Cantareira - Núcleo Águas Claras - Av. Sen. José Ermírio de Moraes, s/n - Sítio Barrocada, Mairiporã - SP, 07600-000, Brasil",,M.V. Alice S. de Oliveira,"Traumatismo, indeterminado",-,"Alopecia extensa em região dorsal, hematoma em região inguinal, laceração hepática, cont sanguinolento em cav abdom (sug de trauma)",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,75359,4303389,,,,Mairiporã,NA,"Rodovia Fernão Dias, km 65-67 - CEP: 07600-000 - Mairiporã - SP - Altura pedágio Mairiporã",,"-23,329005","-46,5776382",,24/01/2018,30/01/2018,31/01/2018,,POSITIVO,Negativo,Positivo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,"nao consegui achar pelo km, mas na imagem aparece o pedagio. Rod. Fernão Dias, Mairiporã - SP, 07600-000, Brasil",,M.V. Alice S. de Oliveira,"Infecciosa, agente viral, febre amarela",-,Intensa congestão pulmonar e nefropatia,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,75707,4303431,,,,Norte,NA,"P.E. Albert Lofgren - Rua do Horto, 931 - Horto Florestal - CEP: 023770-000 - São Paulo - SP - ABANDONO",,"-23,4598158","-46,6361394",,desconhecida,23/02/2018,26/02/2018,,NEGATIVO,Negativo,Negativo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,"** se coloca so rua do horto 931 da em um lugar diferent. Policiamento Ambiental do Estado de São Paulo - R. do Horto, 931 - Horto Florestal, São Paulo - SP, Brasil",,M.V. Alice S. de Oliveira,Eutanásia,-,Hepatomegalia e nefropatia,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,76669,4303472,,,,Norte,NA,"Rua Maetinga, 18 - Vila Santos - CEP: 02637-040 - São Paulo - SP",,"-23,4538874","-46,6502088",,desconhecida,30/03/2018,30/03/2018,,NEGATIVO,"Amostra inadequada, autólise",Negativo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,,,M.V. Ticiana Zwarg,"Traumatismo, indeterminado",X,"Autólise avançada, fratura craniana extensa (TCE)",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,76905,4303495,,,,Norte,NA,"Parque Municipal Lions Club Tucuruvi - Rua Alcindo Bueno de Assis, 500 - Barro Branco - CEP: 02344-080 - São Paulo - SP",,"-23,4681372","-46,6072671",,18/04/2018,18/04/2018,18/04/2018,,NEGATIVO,Negativo,Negativo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,"parque ou rua? um em cada rua R. Alcindo Bueno de Assis, 500 - Tucuruvi, São Paulo - SP, 02344-080, Brasil",,M.V. Thaís Sanches,Eutanásia,X,"Conteúdo sang em narinas e cavidade oral, coágulo sg em região mentoniana, hematoma em região parietal",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,77005,4303503,,,,Mairipora,NA,"RPPN Sítio Capuavinha - Capuavinha - CEP: 07600-000 - Mairiporã - SP - coordenadas 23°18'55.05""S 46°34'08.90""O",,"-23,8921369","-46,6179791",,desconhecida,24/04/2018,24/04/2018,,NEGATIVO,Negativo,"Negativo (fígado), negativo (encéfalo)",,,,,Sagui-da-serra-escuro,Callithrix aurita,N/A,,,,N/A,N/A,"Conferir. RPPN Sítio Curucutu - Estrada do Capivari, Estr. do Curucutu, 13041, São Paulo - SP, 04895-090, Brasil",,M.V. Ticiana Zwarg,"Traumatismo, indeterminado",-,"Extenso hematoma, fratura de costelas, ruptura de fígado e estômago - SUSPEITA DE PREDAÇÃO",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,77632,4303237,,,,Norte,NA,"Avenida Nova Cantareira, 3659 - Tucuruvi - CEP: 02341-001 - São Paulo - SP",,"-23,4691167","-46,6188037",,desconhecido,05/06/2018,05/06/2018,,NEGATIVO,Inadequado (autólise),"Negativo (encéfalo), Negativo (fígado)",,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,,,M.V. Ticiana Zwarg,"Traumatismo, eletrocussão",-,"Lesões extensas de queimadura, perda dos pés, fratura de cauda, pelos chamuscados",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,77737,4303253,,,,Norte,NA,"P.E. Albert Lofgren - Rua Luís Carlos Gentile de Laet, 553 - Horto Florestal - CEP: 02378-000 - São Paulo - SP",,"-23,4625002","-46,6295915",,desconhecido,15/06/2018,18/06/2018,,NEGATIVO,Negativo,"Negativo (fígado), negativo (encéfalo)",,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,"P.E. Albert Lofgren ou Rua Luís Carlos Gentile de Laet, 553?",,M.V. Ticiana Zwarg,"Traumatismo, acidental, atropelamento",-,"Hiperplasia mamária, animal magro, desidratado. Hematoma extenso, ruptura hepática e diafragmática",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,78576,6656382,,,,Mairipora,NA,"Estrada Santa Inês, km 17,5 - Condomínio Chácara Bela Vista - CEP 07600-000 - Mairiporã - SP",,"-23,4189989","-46,6655516",,14/08/2018,14/08/2018,16/08/2018,,NEGATIVO,Negativo,Negativo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,"nao acha pelo km, cep diferente",,M.V. Ticiana Zwarg,"Eutanásia, traumatismo",-,"Lesão torácica vertebral, retenção urinária e de fezes, hemoperitôneio, ruptura hepática",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,79063,6656397,,,,Norte,NA,"Avenida Nova Cantareira, 3924 (Rua 1 - condomínio) - Tucuruvi - CEP: 02340-001 - São Paulo - SP",,"-23,4662852","-46,6159149",,10/09/2018,08/09/2018,10/09/2018,,NEGATIVO,HP não compativel com FA,Negativo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,"Av. Nova Cantareira, 3924 - Tremembé, São Paulo - SP, 02340-001, Brasil",,M.V. Alice S. de Oliveira,"Eutanásia, reprodutiva, distocia",-,"Presença de feto em útero e um natimorto, repleção de vesícula urinária",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,79727,6830566,,,,Mairipora,NA,Rua Pau Marfim - Condomínio Sausalito - CEP: 07600-000 - Mairiporã - SP,,"-23,3720397","-46,6437934",,26/09/2018,26/09/2018,26/09/2018,,NEGATIVO,Não realizada (HP ñ compatível com FA),Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Ticiana Zwarg,8,-,"Ascite, hidropericárdio, hepatopatia, nefropatia, endocardite (?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,82488,6830598,,,,Norte,NA,"Rua José Vicente, 181 - Tremembé - CEP: 02370-080 - São Paulo - SP",,"-23,461726","-46,623013",,05/12/2018,05/12/2018,06/12/2018,,NEGATIVO,Não realizada (HP ñ compatível com FA),"Negativo (encéfalo), Negativo (fígado)",,,,,Sagui,Callithrix sp,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,Eutanásia,-,"Edema em pálpebra esquerda, congestão encefálica e em ID",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,82694,6830602,,,,Norte,NA,"Avenida Santa Inês, alt. 2920/ portão 7 - Jardim Peri - CEP: 02631-000 - São Paulo - SP",,"-23,4613387","-46,6395745",,11/12/2018,11/12/2018,11/12/2018,,NEGATIVO,Inadequado (autólise),"Negativo (encéfalo), Negativo (fígado)",,,,,Macaco-prego,Sapajus sp,N/A,,,,N/A,N/A,,,M.V. Ticiana Zwarg,"Traumatismo, acidental, atropelamento",X,"Autólise, fratura de crânio",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,82695,6830602,,,,Norte,NA,"Avenida Santa Inês, alt. 2920/ portão 7 - Jardim Peri - CEP: 02631-000 - São Paulo - SP",,"-23,4613387","-46,6395745",,11/12/2018,11/12/2018,11/12/2018,,NEGATIVO,Inadequado (autólise),"Negativo (encéfalo), Negativo (fígado)",,,,,Macaco-prego,Sapajus sp,N/A,,,,N/A,N/A,,,M.V. Ticiana Zwarg,"Traumatismo, acidental, atropelamento",X,"Hematoma encefálico, hemorragia intracraniana",sim,sim,ainda não,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,82763,6830602,,,,Norte,NA,"Avenida Santa Inês, alt. 2920/ portão 7 - Jardim Peri - CEP: 02631-000 - São Paulo - SP",,"-23,4613387","-46,6395745",,11/12/2018,11/12/2018,11/12/2018,,NEGATIVO,Não recebido,"Negativo (encéfalo), Negativo (fígado)",,,,,Macaco-prego,Sapajus sp,N/A,,,,N/A,N/A,https://earth.google.com/earth/d/1Oc2n0KHHvglXn6csGn2Z0hS_vQ_W6F5A?usp=sharing,,M.V. Ticiana Zwarg,"Circulatória, choque hipovolêmico",-,"Morte da mãe, animal intra-útero",não recebido,sim,ainda não,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,NA,NA,NA,NA,24,,,Horto,,"-23,45584","-46,63605",,,26/12/2017,,,,,,,,,,,Haemagogus leucocelaenus,3,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC01,YFV_SP_LIBRARY11_20191010,20463,921.904,10224,10217,99.3748,Sequenced,N/A,"20,6",BC01/BC02/BC04,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"1,164,917",388,4784,0.410673035,146.795,94.9,10736,10387,98.86729901,95.65337508,Australian Anopheles totivirus,JF912190.1
162,,,NA,NA,NA,NA,66,,,Horto,,"-23,46351","-46,63303",,,03/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,5,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC02,YFV_SP_LIBRARY11_20191010,32430,1461.73,9964,9951,96.2778,Sequenced,N/A,"9,66",BC02/BC03/BC05,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"818,114",331,3472,0.424390733,64.123,94.4,8275,7091,76.20407036,65.30067225,Choristoneura occidentalis granulovirus/Staphylococcus phage vB_SepS_SEP9/Yellowstone lake phycodnavirus 1,JF912190.1
163,,,NA,NA,NA,NA,81,,,Horto,,"-23,46469","-46,63525",,,04/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,1,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC03,YFV_SP_LIBRARY11_20191010,17907,803.185,10215,9952,96.2681,Sequenced,N/A,"8,68",BC03/BC04/BC06,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"265,510",945,5744,2.163383677,396.883,94.1,10439,10321,96.13224054,95.04558431,Choristoneura occidentalis granulovirus,JF912190.1
164,,,NA,NA,NA,NA,95,,,Horto,,"-23,46389","-46,63025",,,04/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,5,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC04,YFV_SP_LIBRARY11_20191010,41324,1552.05,9471,9148,90.1036,Sequenced,N/A,20,BC04/BC05/BC07,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"422,256",756,5705,1.351076124,543.606,95.2,10846,10586,99.88028364,97.48595635,Choristoneura occidentalis granulovirus,JF912190.1
165,,,NA,NA,NA,NA,119,,,Horto,,"-23,46634","-46,63147",,,05/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,5,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC05,YFV_SP_LIBRARY11_20191010,19743,891.362,9699,9458,90.4357,Sequenced,N/A,"16,8",BC05/BC06/BC08,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"451,634",612,9862,2.183626565,818.056,95.3,10589,10464,97.5135832,96.36246432,Choristoneura occidentalis granulovirus/Australian Anopheles totivirus,JF912190.1
166,,,NA,NA,NA,NA,120,,,Horto,,"-23,46634","-46,63147",,,05/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,5,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC06,YFV_SP_LIBRARY11_20191010,24339,1116.89,9718,9460,90.4455,Sequenced,N/A,"15,2",BC06/BC07/BC09,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"345,856",538,1100,0.318051443,77.944,95.1,10247,7675,94.36412193,70.6786997,Choristoneura occidentalis granulovirus,JF912190.1
167,,,NA,NA,NA,NA,177,,,Horto,,"-23,465369","-46,630977",,,11/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,5,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC07,YFV_SP_LIBRARY11_20191010,18566,840.965,9722,9465,93.0832,Sequenced,N/A,41,BC07/BC08/BC10,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"250,509",875,2776,1.108143819,180.165,95.1,10845,10638,99.87107468,97.96482181,Choristoneura occidentalis granulovirus,JF912190.1
168,,,NA,NA,NA,NA,182,,,Horto,,"-23,465369","-46,630977",,,11/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,4,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC08,YFV_SP_LIBRARY11_20191010,17323,778.458,9998,9732,96.1411,Sequenced,N/A,"56,8",BC08/BC09/BC11,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"306,772",866,2017,0.657491557,122.974,95,10459,10405,96.31641956,95.8191362,Choristoneura occidentalis granulovirus,JF912190.1
169,,,NA,NA,NA,NA,192,,,Horto,,"-23,465369","-46,630977",,,11/01/2018,,,,,,,,,,,Haemagogus leucocelaenus,5,Femea,,,Solo,Puçá,,mosquitoes,,,,,,,,,Sequenced,Sequenced,BC09,YFV_SP_LIBRARY11_20191010,13164,593.737,10217,10217,99.3748,Sequenced,N/A,"23,4",BC09/BC10/BC13,LibYFV_PNHmosq_20220804/LibYFV_MosqPNHrepeticao_20220816/yfv_repeticao_Cantareira_20220922,"446,908",732,12624,2.824742453,871.085,95.1,10848,10848,99.89870154,99.89870154,Choristoneura occidentalis granulovirus/Aphid lethal paralysis virus,JF912190.1
170,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGENDA ID,,,Notificação,Resultado,,,,Coleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SIM,POSITIVO,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NÃO,NÃO TEM,,,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SIM,NEGATIVO,,,,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SIM,NÃO TEM,,,,NÃO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
